9,8,7,13,15,14,18,2,6,20,11,4,19,17,10,12,21,5,1,16,3,class
C,B,C,A,C,B,B,C,B,B,B,C,B,B,B,B,C,B,B,A,A,FALSE
C,B,C,A,D,C,C,C,B,B,B,C,B,B,B,B,C,B,B,A,A,FALSE
C,B,C,C,A,A,B,C,B,B,B,C,B,B,B,B,C,B,B,A,A,FALSE
C,B,C,C,C,B,C,C,B,B,B,C,B,B,B,B,C,B,B,A,A,FALSE
C,B,C,C,A,C,C,C,B,B,B,C,B,B,B,B,C,B,B,A,A,FALSE
C,B,C,C,C,C,B,C,B,B,B,C,B,B,B,B,C,B,B,A,A,FALSE
C,B,C,C,C,C,B,C,B,B,B,C,B,B,B,B,C,B,B,A,A,TRUE
C,B,C,D,C,B,C,C,B,B,B,C,D,B,B,B,C,B,B,A,A,FALSE
C,B,C,D,C,C,B,C,B,B,B,C,B,B,B,B,C,B,B,A,A,FALSE
C,B,C,A,A,B,B,C,B,B,B,C,D,B,C,C,C,B,B,A,A,FALSE
C,B,C,A,A,B,C,C,B,B,B,C,B,B,C,C,C,B,B,A,A,FALSE
C,B,C,C,C,C,C,C,B,B,B,C,D,B,C,C,C,B,B,A,A,FALSE
C,B,C,C,C,C,C,C,B,B,B,C,C,C,C,C,C,B,B,A,A,TRUE
C,C,B,C,C,C,C,C,C,B,C,C,D,C,C,C,C,C,B,A,A,FALSE
C,C,A,C,A,A,C,C,D,C,D,C,D,B,C,C,C,C,B,A,A,FALSE
C,C,A,C,A,B,C,C,D,C,D,C,D,C,C,C,C,C,B,A,A,FALSE
C,C,A,C,B,C,C,C,D,C,D,C,D,C,C,C,C,C,B,A,A,FALSE
C,C,A,D,C,C,C,C,D,B,D,C,D,C,C,C,C,C,B,A,A,FALSE
B,D,A,C,C,C,C,C,D,C,D,C,D,C,D,D,C,C,B,A,A,FALSE
C,C,B,C,C,C,C,C,D,B,D,C,D,C,C,C,C,C,B,A,A,FALSE
B,C,B,D,C,C,B,C,B,B,B,A,B,B,C,C,C,B,B,A,B,FALSE
A,C,A,D,C,C,B,C,B,B,B,A,D,B,C,C,C,C,B,A,B,FALSE
C,C,A,A,A,B,C,C,D,C,D,A,D,B,C,C,C,C,B,A,B,FALSE
C,C,A,A,A,C,C,C,D,C,D,A,D,C,D,D,C,C,B,A,B,FALSE
B,D,A,D,C,C,B,C,D,B,D,A,D,B,C,C,C,C,B,A,B,FALSE
A,C,B,A,A,A,B,C,B,B,B,B,B,B,B,B,C,B,B,A,B,FALSE
B,C,B,A,A,A,B,C,B,B,B,B,B,B,B,B,C,B,B,A,B,FALSE
B,C,B,A,A,A,B,C,B,B,B,B,B,B,C,C,C,B,B,A,B,FALSE
C,C,B,A,A,B,B,C,B,B,B,B,D,B,C,C,C,B,B,A,B,FALSE
B,C,A,C,A,B,B,C,D,B,D,B,D,C,C,C,C,C,B,A,B,FALSE
B,D,A,C,A,B,B,C,D,C,D,B,D,C,D,D,C,C,B,A,B,FALSE
B,D,A,C,B,B,B,C,D,C,D,B,D,C,D,D,C,C,B,A,B,FALSE
B,C,B,C,C,B,B,C,B,B,B,C,D,C,C,C,C,B,B,A,B,FALSE
B,C,B,C,C,C,B,C,B,B,B,C,B,B,C,C,C,B,B,A,B,FALSE
C,C,B,A,A,A,C,C,B,B,B,C,D,B,C,C,C,B,B,A,B,FALSE
C,C,B,A,C,C,C,C,B,B,B,C,C,B,C,C,C,B,B,A,B,TRUE
C,C,B,D,C,C,B,C,B,B,B,C,D,B,C,C,C,B,B,A,B,FALSE
C,B,C,C,B,B,B,C,B,B,B,C,D,B,C,C,C,B,B,A,B,FALSE
C,B,C,C,B,C,B,C,B,B,B,C,D,B,C,C,C,B,B,A,B,FALSE
B,C,A,C,B,B,B,C,B,B,B,C,D,B,C,C,C,C,B,A,B,FALSE
C,C,B,D,C,C,B,C,B,B,B,C,D,B,C,C,C,C,B,A,B,FALSE
C,C,A,C,A,C,C,C,C,B,D,C,D,C,C,C,C,C,B,A,B,TRUE
C,D,A,C,C,C,C,C,D,C,D,C,D,C,C,C,C,C,B,A,B,FALSE
C,C,B,C,C,C,C,C,D,B,D,C,D,C,C,C,C,C,B,A,B,FALSE
C,C,A,A,A,C,C,A,D,C,D,A,D,B,D,D,A,C,C,A,A,FALSE
C,C,A,C,C,C,C,B,D,C,D,B,D,B,C,C,A,C,C,A,A,FALSE
C,C,A,D,D,C,C,B,D,C,D,B,D,C,C,C,A,C,C,A,A,FALSE
C,C,B,A,A,B,C,B,D,C,D,B,D,B,C,C,A,C,C,A,A,FALSE
C,C,B,A,C,C,C,B,D,C,D,B,D,B,C,C,A,C,C,A,A,FALSE
C,B,C,C,C,A,C,B,D,C,D,B,D,B,C,C,A,C,C,A,A,FALSE
A,C,A,C,A,B,B,C,B,B,B,A,B,B,C,C,C,B,C,A,A,FALSE
C,C,A,A,C,C,C,C,D,C,D,A,D,C,C,C,C,C,C,A,A,FALSE
C,C,B,A,C,C,C,C,D,C,D,A,D,C,C,C,C,C,C,A,A,FALSE
C,D,A,C,C,C,C,C,D,D,D,A,D,B,D,D,C,D,C,A,A,FALSE
C,D,A,C,D,D,C,C,D,D,D,A,D,C,D,D,C,D,C,A,A,FALSE
B,C,A,A,A,C,B,C,C,B,C,B,D,B,C,C,C,C,C,A,A,FALSE
C,C,B,A,C,C,C,C,C,B,C,B,D,C,C,C,C,C,C,A,A,TRUE
C,C,A,C,C,C,C,C,D,C,D,B,D,C,C,C,C,C,C,A,A,TRUE
C,C,A,D,C,C,C,C,D,C,D,B,D,C,C,C,C,C,C,A,A,FALSE
C,C,A,C,D,C,C,C,D,C,D,B,D,C,D,D,C,C,C,A,A,FALSE
B,C,B,C,A,A,B,C,B,B,B,C,B,B,B,B,C,B,C,A,A,FALSE
C,C,B,C,C,C,B,C,B,B,B,C,D,C,C,C,C,B,C,A,A,FALSE
C,B,C,A,A,C,C,C,B,B,B,C,D,B,C,C,C,B,C,A,A,FALSE
B,C,A,A,C,B,B,C,C,C,C,C,D,B,C,C,C,C,C,A,A,TRUE
B,C,A,C,C,B,C,C,D,C,D,C,D,B,C,C,C,C,C,A,A,FALSE
B,C,A,C,C,C,B,C,D,B,D,C,D,B,C,C,C,C,C,A,A,FALSE
B,C,A,C,C,C,C,C,D,C,D,C,D,C,C,C,C,C,C,A,A,FALSE
B,C,A,D,A,B,B,C,D,B,D,C,D,C,C,C,C,C,C,A,A,FALSE
C,C,A,C,A,A,C,C,D,C,D,C,D,C,C,C,C,C,C,A,A,FALSE
C,C,A,C,C,C,C,C,D,B,D,C,D,C,C,C,C,C,C,A,A,TRUE
C,C,A,C,C,C,C,C,D,C,D,C,D,C,C,C,C,C,C,A,A,FALSE
C,C,A,C,D,C,C,C,D,C,D,C,D,C,C,C,C,C,C,A,A,FALSE
C,C,A,C,D,C,C,C,D,C,D,C,D,C,C,C,C,C,C,A,A,TRUE
C,C,A,D,C,B,C,C,D,C,D,C,D,C,C,C,C,C,C,A,A,FALSE
C,C,A,D,C,C,C,C,D,C,D,C,D,C,C,C,C,C,C,A,A,FALSE
C,C,A,D,D,C,C,C,D,C,D,C,D,C,C,C,C,C,C,A,A,TRUE
C,C,A,A,C,C,C,C,D,C,D,C,D,B,D,D,C,C,C,A,A,FALSE
C,C,A,D,D,C,C,C,D,C,D,C,D,C,D,D,C,C,C,A,A,FALSE
C,C,A,D,D,C,C,C,D,C,D,C,D,C,D,D,C,C,C,A,A,TRUE
C,D,A,C,A,C,C,C,D,C,D,C,D,C,D,D,C,C,C,A,A,TRUE
C,D,A,D,A,C,C,C,D,C,D,C,D,C,D,D,C,C,C,A,A,TRUE
C,D,A,D,C,C,C,C,D,C,D,C,D,C,D,D,C,C,C,A,A,FALSE
C,D,A,D,D,C,C,C,D,C,D,C,D,C,D,D,C,C,C,A,A,FALSE
C,C,B,A,A,C,C,C,D,B,D,C,D,B,C,C,C,C,C,A,A,FALSE
C,C,B,C,A,A,C,C,D,C,D,C,D,B,C,C,C,C,C,A,A,FALSE
C,C,B,C,C,A,C,C,D,C,D,C,D,B,C,C,C,C,C,A,A,FALSE
C,C,B,C,A,C,C,C,D,C,D,C,D,B,C,C,C,C,C,A,A,FALSE
C,C,B,C,A,C,C,C,D,C,D,C,D,C,C,C,C,C,C,A,A,FALSE
C,C,B,C,D,C,C,C,D,B,D,C,D,B,C,C,C,C,C,A,A,FALSE
C,C,B,C,D,C,C,C,D,B,D,C,D,C,C,C,C,C,C,A,A,TRUE
C,C,B,C,D,C,C,C,D,C,D,C,D,C,C,C,C,C,C,A,A,FALSE
C,C,B,D,A,B,C,C,D,C,D,C,D,B,C,C,C,C,C,A,A,TRUE
C,C,B,D,C,C,C,C,D,C,D,C,D,C,C,C,C,C,C,A,A,FALSE
C,B,C,C,A,A,C,C,D,C,D,C,D,B,C,C,C,C,C,A,A,FALSE
D,B,C,C,A,A,C,C,D,C,D,C,D,B,C,C,C,C,C,A,A,FALSE
C,D,A,D,C,B,C,C,D,C,D,C,D,C,D,D,C,D,C,A,A,FALSE
C,C,A,D,C,C,C,C,D,C,D,A,D,B,C,C,C,C,C,A,B,FALSE
C,C,A,D,C,C,C,C,D,C,D,A,D,C,C,C,C,C,C,A,B,FALSE
C,D,A,D,C,B,C,C,D,C,D,A,D,C,D,D,C,C,C,A,B,TRUE
C,C,B,C,A,C,C,C,D,C,D,A,D,C,C,C,C,C,C,A,B,FALSE
B,C,A,A,A,C,B,C,B,B,B,B,D,C,C,C,C,B,C,A,B,FALSE
B,C,A,C,C,C,B,C,B,B,B,B,D,C,C,C,C,B,C,A,B,FALSE
C,C,A,D,C,C,C,C,D,C,D,B,D,C,C,C,C,C,C,A,B,FALSE
B,D,A,C,A,C,B,C,D,C,D,B,D,C,D,D,C,C,C,A,B,FALSE
C,D,A,C,A,C,C,C,D,C,D,B,D,C,D,D,C,C,C,A,B,FALSE
C,D,A,C,C,C,C,C,D,C,D,B,D,C,D,D,C,D,C,A,B,FALSE
C,C,B,C,A,C,C,C,C,B,C,C,D,C,C,C,C,C,C,A,B,TRUE
C,C,A,C,C,A,C,C,D,B,D,C,D,C,C,C,C,C,C,A,B,FALSE
C,C,A,C,C,C,C,C,D,C,D,C,D,C,C,C,C,C,C,A,B,FALSE
C,C,A,C,D,C,C,C,D,C,D,C,D,C,C,C,C,C,C,A,B,FALSE
C,C,A,D,C,C,C,C,D,C,D,C,D,C,C,C,C,C,C,A,B,FALSE
C,C,A,A,C,C,C,C,D,C,D,C,D,C,D,D,C,C,C,A,B,FALSE
C,C,A,C,C,C,C,C,D,C,D,C,D,C,D,D,C,C,C,A,B,FALSE
C,C,A,D,C,C,C,C,D,C,D,C,D,C,D,D,C,C,C,A,B,FALSE
C,C,A,D,D,C,C,C,D,C,D,C,D,C,D,D,C,C,C,A,B,FALSE
C,D,A,A,B,B,C,C,D,C,D,C,D,C,C,C,C,C,C,A,B,FALSE
C,D,A,A,C,C,C,C,D,C,D,C,D,C,D,D,C,C,C,A,B,FALSE
C,D,A,C,C,A,C,C,D,C,D,C,D,C,D,D,C,C,C,A,B,FALSE
C,D,A,C,C,C,C,C,D,C,D,C,D,C,D,D,C,C,C,A,B,FALSE
C,D,A,C,D,C,C,C,D,C,D,C,D,C,D,D,C,C,C,A,B,FALSE
C,D,A,D,D,C,C,C,D,C,D,C,D,C,D,D,C,C,C,A,B,FALSE
C,C,B,A,A,C,C,C,D,C,D,C,D,C,C,C,C,C,C,A,B,TRUE
C,C,B,A,C,C,C,C,D,C,D,C,D,B,C,C,C,C,C,A,B,FALSE
C,C,B,C,A,C,C,C,D,C,D,C,D,C,C,C,C,C,C,A,B,FALSE
C,C,B,C,C,C,C,C,D,B,D,C,D,C,C,C,C,C,C,A,B,FALSE
C,C,B,C,C,C,C,C,D,C,D,C,D,C,C,C,C,C,C,A,B,TRUE
C,C,B,D,C,C,C,C,D,C,D,C,D,B,C,C,C,C,C,A,B,FALSE
C,B,C,A,C,A,C,C,D,C,D,C,D,B,C,C,C,C,C,A,B,FALSE
C,D,A,D,D,C,C,C,D,C,D,C,D,C,D,D,C,D,C,A,B,FALSE
C,C,A,D,A,A,C,D,D,C,D,C,D,B,C,C,D,C,C,A,A,FALSE
C,D,A,A,C,B,C,D,D,C,D,C,D,C,D,D,D,C,C,A,A,FALSE
C,D,A,A,C,C,C,D,D,C,D,C,D,C,D,D,D,C,C,A,B,FALSE
C,D,A,D,D,C,C,D,D,D,D,C,D,D,D,D,D,D,C,A,B,FALSE
C,C,A,A,D,C,C,C,D,C,D,C,D,C,D,D,C,C,D,A,A,FALSE
C,C,A,D,C,C,C,C,D,C,D,C,D,C,D,D,C,C,D,A,A,TRUE
D,C,A,C,D,C,D,C,D,D,D,C,D,C,D,D,C,D,D,A,A,FALSE
D,C,A,D,D,C,D,C,D,D,D,C,D,C,D,D,C,D,D,A,A,TRUE
D,D,A,D,D,C,D,C,D,D,D,C,D,C,D,D,C,D,D,A,A,TRUE
C,C,A,C,A,C,C,C,D,C,D,C,D,C,C,C,C,C,D,A,B,FALSE
C,C,A,D,D,C,C,C,D,C,D,C,D,C,D,D,C,C,D,A,B,FALSE
C,C,A,D,D,C,C,C,D,C,D,C,D,C,D,D,C,C,D,A,B,TRUE
C,D,A,C,D,C,C,C,D,C,D,C,D,C,D,D,C,C,D,A,B,FALSE
C,D,A,D,C,C,C,C,D,C,D,C,D,C,D,D,D,C,D,A,B,FALSE
C,D,A,D,D,C,C,C,D,C,D,C,D,C,D,D,C,C,D,A,B,FALSE
C,D,A,D,D,C,C,C,D,C,D,C,D,C,D,D,C,C,D,A,B,TRUE
C,D,A,D,D,C,C,C,D,C,D,C,D,C,D,D,D,C,D,A,B,FALSE
C,D,A,D,D,D,C,C,D,C,D,C,D,C,D,D,C,C,D,A,B,TRUE
C,C,B,D,A,D,C,C,D,C,D,C,D,B,C,C,C,C,D,A,B,TRUE
D,C,A,C,C,C,D,C,D,D,D,C,D,C,D,D,C,D,D,A,B,TRUE
C,D,A,C,C,D,C,C,D,D,D,C,D,C,D,D,C,D,D,A,B,FALSE
C,D,A,D,D,C,C,C,D,C,D,C,D,C,D,D,C,D,D,A,B,FALSE
C,D,A,D,C,D,D,C,D,D,D,C,D,C,D,D,C,D,D,A,B,FALSE
C,D,A,D,C,C,C,D,D,C,D,C,D,D,D,D,C,C,D,A,A,FALSE
D,C,A,C,A,C,D,D,D,D,D,D,D,C,D,D,D,D,D,A,A,FALSE
C,D,A,C,D,D,C,D,D,D,D,D,D,D,D,D,D,D,D,A,A,TRUE
D,D,A,A,C,D,D,D,D,D,D,D,D,C,D,D,D,D,D,A,A,TRUE
C,D,A,C,D,D,C,D,D,C,D,C,D,C,D,D,D,C,D,A,B,FALSE
C,D,A,D,D,C,C,D,D,C,D,C,D,C,D,D,D,C,D,A,B,FALSE
C,D,A,D,A,C,C,D,D,D,D,C,D,C,D,D,D,D,D,A,B,FALSE
C,D,A,D,D,C,C,D,D,D,D,C,D,C,D,D,D,D,D,A,B,FALSE
C,D,A,D,C,D,C,D,D,D,D,C,D,D,D,D,D,D,D,A,B,TRUE
C,D,A,D,D,D,C,D,D,D,D,C,D,C,D,D,D,D,D,A,B,TRUE
C,D,A,D,D,D,C,D,D,C,D,C,D,D,D,D,D,D,D,A,B,TRUE
C,D,A,D,D,D,C,D,D,D,D,C,D,D,D,D,D,D,D,A,B,FALSE
C,C,A,D,C,C,C,D,D,C,D,D,D,C,D,D,D,C,D,A,B,FALSE
C,D,A,C,D,D,C,D,D,C,D,D,D,C,D,D,D,C,D,A,B,TRUE
D,C,A,C,A,C,D,D,D,D,D,D,D,C,D,D,D,D,D,A,B,TRUE
D,C,A,D,D,C,D,D,D,D,D,D,D,C,D,D,D,D,D,A,B,FALSE
C,D,A,D,D,C,C,D,D,D,D,D,D,C,D,D,D,D,D,A,B,FALSE
C,D,A,D,D,C,C,D,D,D,D,D,D,D,D,D,D,D,D,A,B,FALSE
C,D,A,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,A,B,FALSE
C,D,A,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,A,B,TRUE
D,D,A,D,D,C,D,D,D,D,D,D,D,C,D,D,D,D,D,A,B,FALSE
D,D,A,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,A,D,TRUE
